company_name,Assignments,email_invalid,phone_invalid,num_matches,num_jumps,max_change,registered_name,is_registered,trustpilot_score,score_category,is_reviewed
analysis1,1,True,False,2.0,0.0,0.0,,False,,No Score,False
.0000covid 19 private test ltd,1,True,False,3.0,1.0,22.115577889447238,covid private tests limited,True,,No Score,False
medwyn occupational health,1,True,False,1.0,0.0,0.0,abbey meads occupational health services limited,True,,No Score,False
circular 1 health ltd,1,True,False,1.0,0.0,0.0,,False,4.5,4-5,True
pall mall medical (manchester) limited,1,True,False,2.0,0.0,0.0,,False,,No Score,False
doctorcall limited,1,True,False,1.0,0.0,0.0,,False,,No Score,False
anglo belgravia,1,False,False,1.0,0.0,0.0,,False,3.9,3-4,True
aesthetika clinic,1,False,False,1.0,3.0,8.771929824561402,,False,,No Score,False
isac labs ltd,1,True,False,1.0,0.0,0.0,,False,2.7,2-3,True
fusion radiology,1,True,False,2.0,2.0,14.893617021276595,,False,4.7,4-5,True
randox health liverpoolone,1,True,False,1.0,1.0,28.33333333333333,,False,3.3,3-4,True
check my body health,1,False,False,1.0,2.0,66.66666666666666,,False,,No Score,False
cov19 care,1,False,False,2.0,1.0,23.589743589743588,,False,2.7,2-3,True
polaris medical services ltd,1,True,False,3.0,1.0,41.52542372881356,,False,,No Score,False
your health first,1,True,False,2.0,3.0,59.32203389830508,yourhealthfirst clinic ltd,True,4.5,4-5,True
vista pharmacy,1,False,False,1.0,0.0,0.0,,False,4.6,4-5,True
the hove practice,1,True,False,1.0,1.0,1.818181818181818,,False,,No Score,False
fusion radiology ltd,1,True,False,2.0,2.0,14.893617021276595,,False,3.2,3-4,True
cht,1,True,False,1.0,1.0,14.326647564469914,cht agri limited,True,,No Score,False
saunders pharmacy,1,True,False,2.0,2.0,56.29820051413882,,False,,No Score,False
outcome diagnostics (outcomedx),0,False,False,2.0,4.0,561.1111111111111,,False,4.6,4-5,True
forensic genomics innovation hub ltd,1,True,False,1.0,0.0,0.0,,False,3.8,3-4,True
skc occupational health,1,True,False,2.0,0.0,0.0,,False,3.7,3-4,True
all healthcare,1,False,False,1.0,4.0,61.41732283464568,all healthcare professionals matter too limited,True,,No Score,False
one5 health,1,False,False,1.0,2.0,12.0,,False,,No Score,False
agg coventry ltd ta vantage chemist,1,True,False,1.0,1.0,2.857142857142857,,False,,No Score,False
dr mo private clinic norwich,1,False,False,2.0,0.0,0.0,,False,,No Score,False
vitalclinic,1,False,True,1.0,0.0,0.0,,False,,No Score,False
blindspot global,1,True,False,3.0,2.0,75.0,blindspot ltd,True,,No Score,False
accendolab limited,0,True,False,1.0,5.0,33.33333333333333,,False,,No Score,False
qured,1,False,False,1.0,2.0,24.24242424242424,quredebt limited,True,,No Score,False
the city & travel clinic,1,False,False,1.0,0.0,0.0,,False,3.2,3-4,True
a1 covid testing,0,False,False,7.0,4.0,395.0,alpha biolaboratories covid-19 testing limited,True,,No Score,False
rightangled,1,False,False,1.0,0.0,0.0,right angle design limited,True,,No Score,False
hhh diagnostics,0,True,False,1.0,7.0,1020.816653322658,,False,3.4,3-4,True
00analysis1,1,True,False,2.0,0.0,0.0,,False,,No Score,False
bupa occupational health ltd,1,True,False,2.0,0.0,0.0,,False,,No Score,False
labmedexpert,1,True,False,3.0,2.0,42.21052631578948,labmedexpert administration limited,True,,No Score,False
avante health private gp,1,False,False,1.0,1.0,24.24242424242424,,False,,No Score,False
jdoc medical limited ( t/a jdoc365),1,False,False,5.0,1.0,12.195121951219512,,False,2.9,2-3,True
"c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus, using c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus",1,True,False,2.0,0.0,0.0,cambridge clinical laboratories ltd,True,,No Score,False
"nivha laboratory services ltd, randox",1,True,False,3.0,1.0,4.878048780487799,,False,3.1,3-4,True
3six health,1,True,False,1.0,1.0,9.595959595959595,3six healthcare limited,True,4.4,4-5,True
corona test centre,1,False,False,2.0,3.0,31.31868131868132,,False,1.8,1-2,True
0001ace-thetix,1,True,False,3.0,2.0,48.38709677419355,,False,,No Score,False
dr shilpa dave private gp teddington,1,False,False,3.0,0.0,0.0,,False,,No Score,False
cq doctor,1,True,False,1.0,2.0,11.83431952662722,,False,3.8,3-4,True
digital health group ltd t/a pharma diagnostics,1,True,False,2.0,2.0,6.422018348623854,,False,4.3,4-5,True
your doctor film and media,1,True,False,1.0,1.0,42.85714285714285,,False,,No Score,False
blackburn travel clinic,1,True,False,1.0,2.0,16.666666666666664,,False,1.8,1-2,True
the travel vaccine room,1,False,False,2.0,0.0,0.0,,False,3.2,3-4,True
0+blindspot global,1,True,False,2.0,3.0,72.22222222222221,blindspot ltd,True,3.0,2-3,True
nomad,1,True,False,4.0,2.0,74.74747474747475,,False,,No Score,False
a1 global testing limited,1,False,False,1.0,2.0,10.067789784549298,,False,,No Score,False
1affordabletest,1,True,False,3.0,2.0,55.13910850891064,,False,2.7,2-3,True
001aexpresstesting,1,False,False,2.0,0.0,0.0,,False,3.9,3-4,True
testing for all,1,False,False,1.0,3.0,6.315789473684211,,False,,No Score,False
samedaydoctor canary wharf,1,True,False,2.0,0.0,0.0,canary wharf2 llc ,True,,No Score,False
global express travel health clinic,1,False,False,5.0,2.0,19.548781120780635,,False,,No Score,False
remedys pharmacy w9,1,True,False,2.0,0.0,0.0,,False,3.7,3-4,True
amin pharmacy,1,True,False,6.0,1.0,18.77176015473889,,False,,No Score,False
rt diagnostics,1,True,False,8.0,2.0,17.976653696498055,rsv diagnostics ltd,True,3.3,3-4,True
project olive lindfield limited,1,True,False,1.0,1.0,100.0,,False,1.8,1-2,True
001 expert covid testing uk,1,False,False,5.0,1.0,550.0,,False,3.1,3-4,True
ramss,1,False,False,2.0,1.0,1.818181818181818,,False,,No Score,False
citydoc medical,1,True,False,3.0,3.0,16.25,,False,4.3,4-5,True
barkerhouse pharmacy,1,True,False,1.0,0.0,0.0,,False,4.2,4-5,True
aeromedical consulting uk,1,False,False,2.0,1.0,30.32581453634085,,False,,No Score,False
vaccination uk ltd,1,True,False,1.0,0.0,0.0,vaccination uk limited,True,,No Score,False
1 health hub ltd,0,False,False,3.0,9.0,805.7398630858346,,False,,No Score,False
medic 1 direct,1,False,False,1.0,0.0,0.0,medic 1 direct scotland ltd,True,,No Score,False
mildcare ltd,1,False,False,1.0,0.0,0.0,,False,,No Score,False
alexandru livinschi (t/a bai long ltd),1,False,False,1.0,2.0,9.090909090909092,bai long limited,True,4.7,4-5,True
the express clinic,1,False,False,1.0,0.0,0.0,,False,3.2,3-4,True
the health clinic by ar,1,True,False,3.0,1.0,13.843648208469048,,False,,No Score,False
somdoc ltd / home2lab,1,False,False,2.0,1.0,16.094986807387862,,False,4.4,4-5,True
c19 testing,1,False,False,4.0,3.0,18.48341232227488,c19 testing network limited,True,,No Score,False
effect doctors,1,False,False,1.0,1.0,11.616161616161616,,False,,No Score,False
1010labs,0,True,False,1.0,11.0,900.900900900901,,False,1.3,1-2,True
uk health testing,0,False,False,1.0,9.0,2304.040404040404,,False,,No Score,False
churchill's pharmacy,1,True,False,1.0,0.0,0.0,,False,3.9,3-4,True
covid19 checking,1,False,False,1.0,1.0,22.297142857142862,,False,,No Score,False
i-gen testing,1,True,False,2.0,4.0,70.40816326530613,,False,,No Score,False
eurofins,1,True,False,3.0,2.0,233.67037411526783,eurofins agroscience services limited,True,,No Score,False
optimized body & mind,0,False,False,3.0,8.0,183.3333333333333,,False,4.2,4-5,True
c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus,1,True,False,2.0,0.0,0.0,cambridge clinical laboratories ltd,True,,No Score,False
